action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id,resultado,cor
Jump Bank Shot,Jump Shot,138,20400767,33.9373,-158,107,-118.4278,8,2,0,2004-05,57,19,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2005-02-15,LAL vs. UTA,UTA,6939,Cesta,green
Layup Shot,Layup,158,20400767,34.0443,0,0,-118.2698,7,2,0,2004-05,12,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-02-15,LAL vs. UTA,UTA,6940,Cesta,green
Reverse Dunk Shot,Dunk,184,20400767,34.0443,0,0,-118.2698,3,2,0,2004-05,56,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-02-15,LAL vs. UTA,UTA,6942,Cesta,green
Jump Bank Shot,Jump Shot,233,20400767,33.9723,-110,72,-118.3798,11,3,0,2004-05,24,13,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2005-02-15,LAL vs. UTA,UTA,6946,Cesta,green
Layup Shot,Layup,303,20400767,34.0443,0,0,-118.2698,3,3,0,2004-05,2,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-02-15,LAL vs. UTA,UTA,6948,Cesta,green
Driving Dunk Shot,Dunk,93,20400789,34.0443,0,0,-118.2698,3,1,0,2004-05,23,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-02-22,LAL vs. BOS,BOS,6954,Cesta,green
Layup Shot,Layup,225,20400789,34.0443,0,0,-118.2698,4,2,0,2004-05,56,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-02-22,LAL vs. BOS,BOS,6960,Cesta,green
Reverse Layup Shot,Layup,257,20400789,34.0443,0,0,-118.2698,2,2,0,2004-05,30,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-02-22,LAL vs. BOS,BOS,6961,Cesta,green
Layup Shot,Layup,311,20400789,34.0443,0,0,-118.2698,10,3,0,2004-05,7,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-02-22,LAL vs. BOS,BOS,6962,Cesta,green
Jump Shot,Jump Shot,497,20400789,33.8993,108,145,-118.1618,2,4,0,2004-05,39,18,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2005-02-22,LAL vs. BOS,BOS,6965,Cesta,green
Driving Layup Shot,Layup,26,20400799,34.0443,0,0,-118.2698,9,1,0,2004-05,1,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-02-23,LAL @ POR,POR,6967,Cesta,green
Jump Shot,Jump Shot,100,20400799,34.0423,51,2,-118.2188,2,1,0,2004-05,6,5,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-02-23,LAL @ POR,POR,6969,Cesta,green
Jump Shot,Jump Shot,174,20400799,33.9033,130,141,-118.1398,6,2,0,2004-05,2,19,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2005-02-23,LAL @ POR,POR,6971,Cesta,green
Reverse Dunk Shot,Dunk,296,20400799,34.0443,0,0,-118.2698,5,3,0,2004-05,23,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-02-23,LAL @ POR,POR,6977,Cesta,green
Layup Shot,Layup,430,20400799,34.0443,0,0,-118.2698,2,4,0,2004-05,48,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-02-23,LAL @ POR,POR,6980,Cesta,green
Layup Shot,Layup,58,20400811,34.0443,0,0,-118.2698,4,1,0,2004-05,34,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-02-25,LAL vs. DET,DET,6983,Cesta,green
Driving Layup Shot,Layup,117,20400811,34.0443,0,0,-118.2698,9,2,0,2004-05,26,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-02-25,LAL vs. DET,DET,6984,Cesta,green
Reverse Layup Shot,Layup,130,20400811,34.0243,-3,20,-118.2728,7,2,0,2004-05,32,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-02-25,LAL vs. DET,DET,6985,Cesta,green
Jump Shot,Jump Shot,132,20400811,33.9073,-97,137,-118.3668,7,2,0,2004-05,4,16,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2005-02-25,LAL vs. DET,DET,6986,Cesta,green
Jump Shot,Jump Shot,36,20400819,33.9883,141,56,-118.1288,7,1,0,2004-05,57,15,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2005-02-27,LAL @ TOR,TOR,6996,Cesta,green
Jump Shot,Jump Shot,81,20400819,33.9673,62,77,-118.2078,3,1,0,2004-05,35,9,1.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2005-02-27,LAL @ TOR,TOR,6999,Cesta,green
Driving Dunk Shot,Dunk,106,20400819,34.0443,0,0,-118.2698,0,1,0,2004-05,43,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-02-27,LAL @ TOR,TOR,7000,Cesta,green
Driving Dunk Shot,Dunk,110,20400819,34.0443,0,0,-118.2698,0,1,0,2004-05,5,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-02-27,LAL @ TOR,TOR,7002,Cesta,green
Jump Shot,Jump Shot,145,20400819,34.0393,138,5,-118.1318,8,2,0,2004-05,25,13,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2005-02-27,LAL @ TOR,TOR,7003,Cesta,green
Fadeaway Jump Shot,Jump Shot,166,20400819,34.0343,110,10,-118.1598,5,2,0,2004-05,21,11,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2005-02-27,LAL @ TOR,TOR,7005,Cesta,green
Reverse Layup Shot,Layup,168,20400819,34.0443,0,0,-118.2698,4,2,0,2004-05,41,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-02-27,LAL @ TOR,TOR,7006,Cesta,green
Jump Bank Shot,Jump Shot,203,20400819,34.0213,-135,23,-118.4048,0,2,0,2004-05,39,13,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2005-02-27,LAL @ TOR,TOR,7008,Cesta,green
Driving Layup Shot,Layup,372,20400819,34.0443,0,0,-118.2698,8,4,0,2004-05,7,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-02-27,LAL @ TOR,TOR,7014,Cesta,green
Turnaround Jump Shot,Jump Shot,391,20400819,33.9553,117,89,-118.1528,6,4,0,2004-05,26,14,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2005-02-27,LAL @ TOR,TOR,7015,Cesta,green
Jump Bank Shot,Jump Shot,14,20400831,33.9993,-148,45,-118.4178,10,1,0,2004-05,25,15,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2005-02-28,LAL @ NYK,NYK,7021,Cesta,green
Layup Shot,Layup,16,20400831,34.0443,0,0,-118.2698,9,1,0,2004-05,51,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-02-28,LAL @ NYK,NYK,7022,Cesta,green
Layup Shot,Layup,67,20400831,34.0443,0,0,-118.2698,3,1,0,2004-05,55,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-02-28,LAL @ NYK,NYK,7024,Cesta,green
Jump Shot,Jump Shot,158,20400831,33.9033,-161,141,-118.4308,5,2,0,2004-05,13,21,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2005-02-28,LAL @ NYK,NYK,7026,Cesta,green
Running Jump Shot,Jump Shot,481,20400831,34.0213,72,23,-118.1978,2,5,0,2004-05,25,7,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-02-28,LAL @ NYK,NYK,7035,Cesta,green
Jump Shot,Jump Shot,6,20400845,33.9093,158,135,-118.1118,11,1,0,2004-05,4,20,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2005-03-02,LAL @ BOS,BOS,7037,Cesta,green
Reverse Layup Shot,Layup,46,20400845,34.0393,28,5,-118.2418,7,1,0,2004-05,8,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-02,LAL @ BOS,BOS,7038,Cesta,green
Jump Shot,Jump Shot,59,20400845,33.8993,13,145,-118.2568,5,1,0,2004-05,25,14,1.0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2005-03-02,LAL @ BOS,BOS,7039,Cesta,green
Running Jump Shot,Jump Shot,82,20400845,34.0323,67,12,-118.2028,3,1,0,2004-05,3,6,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-02,LAL @ BOS,BOS,7041,Cesta,green
Jump Shot,Jump Shot,130,20400845,34.0113,100,33,-118.1698,10,2,0,2004-05,18,10,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2005-03-02,LAL @ BOS,BOS,7046,Cesta,green
Driving Layup Shot,Layup,293,20400845,34.0493,23,-5,-118.2468,6,3,0,2004-05,6,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-02,LAL @ BOS,BOS,7051,Cesta,green
Layup Shot,Layup,313,20400845,34.0423,10,2,-118.2598,4,3,0,2004-05,55,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-02,LAL @ BOS,BOS,7052,Cesta,green
Layup Shot,Layup,15,20400864,34.0443,0,0,-118.2698,9,1,0,2004-05,33,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-04,LAL vs. DAL,DAL,7062,Cesta,green
Slam Dunk Shot,Dunk,61,20400864,34.0443,0,0,-118.2698,4,1,0,2004-05,8,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-04,LAL vs. DAL,DAL,7063,Cesta,green
Jump Shot,Jump Shot,129,20400864,33.8833,44,161,-118.2258,9,2,0,2004-05,18,16,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2005-03-04,LAL vs. DAL,DAL,7067,Cesta,green
Layup Shot,Layup,205,20400864,34.0443,0,0,-118.2698,3,2,0,2004-05,27,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-04,LAL vs. DAL,DAL,7073,Cesta,green
Fadeaway Jump Shot,Jump Shot,211,20400864,34.0573,112,-13,-118.1578,2,2,0,2004-05,55,11,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2005-03-04,LAL vs. DAL,DAL,7074,Cesta,green
Driving Dunk Shot,Dunk,276,20400864,34.0443,0,0,-118.2698,10,3,0,2004-05,15,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-04,LAL vs. DAL,DAL,7078,Cesta,green
Driving Layup Shot,Layup,298,20400864,34.0443,0,0,-118.2698,7,3,0,2004-05,37,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-04,LAL vs. DAL,DAL,7079,Cesta,green
Driving Layup Shot,Layup,314,20400864,34.0443,0,0,-118.2698,5,3,0,2004-05,10,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-04,LAL vs. DAL,DAL,7080,Cesta,green
Turnaround Jump Shot,Jump Shot,391,20400864,33.9903,31,54,-118.2388,10,4,0,2004-05,48,6,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-04,LAL vs. DAL,DAL,7082,Cesta,green
Jump Shot,Jump Shot,411,20400864,33.9493,-110,95,-118.3798,8,4,0,2004-05,39,14,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2005-03-04,LAL vs. DAL,DAL,7083,Cesta,green
Finger Roll Shot,Layup,466,20400864,34.0443,0,0,-118.2698,2,4,0,2004-05,14,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-04,LAL vs. DAL,DAL,7086,Cesta,green
Fadeaway Jump Shot,Jump Shot,468,20400864,33.9573,-108,87,-118.3778,1,4,0,2004-05,44,13,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2005-03-04,LAL vs. DAL,DAL,7087,Cesta,green
Reverse Layup Shot,Layup,94,20400880,34.0443,0,0,-118.2698,1,1,0,2004-05,6,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-06,LAL vs. IND,IND,7091,Cesta,green
Jump Shot,Jump Shot,161,20400880,33.9073,-72,137,-118.3418,5,2,0,2004-05,34,15,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2005-03-06,LAL vs. IND,IND,7093,Cesta,green
Driving Layup Shot,Layup,165,20400880,34.0443,0,0,-118.2698,4,2,0,2004-05,14,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-06,LAL vs. IND,IND,7094,Cesta,green
Reverse Layup Shot,Layup,168,20400880,34.0443,0,0,-118.2698,3,2,0,2004-05,42,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-06,LAL vs. IND,IND,7095,Cesta,green
Jump Shot,Jump Shot,196,20400880,34.0373,186,7,-118.0838,2,2,0,2004-05,2,18,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2005-03-06,LAL vs. IND,IND,7098,Cesta,green
Driving Layup Shot,Layup,278,20400880,34.0443,0,0,-118.2698,4,3,0,2004-05,38,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-06,LAL vs. IND,IND,7101,Cesta,green
Driving Layup Shot,Layup,312,20400880,34.0443,0,0,-118.2698,2,3,0,2004-05,17,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-06,LAL vs. IND,IND,7103,Cesta,green
Jump Shot,Jump Shot,314,20400880,33.8633,80,181,-118.1898,1,3,0,2004-05,37,19,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2005-03-06,LAL vs. IND,IND,7104,Cesta,green
Jump Shot,Jump Shot,330,20400880,33.8963,-102,148,-118.3718,0,3,0,2004-05,21,17,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2005-03-06,LAL vs. IND,IND,7105,Cesta,green
Jump Shot,Jump Shot,376,20400880,33.8963,-48,148,-118.3178,8,4,0,2004-05,22,15,1.0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2005-03-06,LAL vs. IND,IND,7106,Cesta,green
Driving Layup Shot,Layup,37,20400895,34.0443,0,0,-118.2698,7,1,0,2004-05,9,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-08,LAL vs. LAC,LAC,7113,Cesta,green
Running Jump Shot,Jump Shot,48,20400895,34.0063,0,38,-118.2698,4,1,0,2004-05,52,3,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-08,LAL vs. LAC,LAC,7115,Cesta,green
Driving Layup Shot,Layup,132,20400895,34.0443,0,0,-118.2698,7,2,0,2004-05,54,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-08,LAL vs. LAC,LAC,7118,Cesta,green
Driving Layup Shot,Layup,138,20400895,34.0443,0,0,-118.2698,7,2,0,2004-05,18,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-08,LAL vs. LAC,LAC,7119,Cesta,green
Jump Shot,Jump Shot,167,20400895,34.0443,-154,0,-118.4238,4,2,0,2004-05,34,15,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2005-03-08,LAL vs. LAC,LAC,7120,Cesta,green
Jump Bank Shot,Jump Shot,214,20400895,33.9763,16,68,-118.2538,11,3,0,2004-05,34,6,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-08,LAL vs. LAC,LAC,7123,Cesta,green
Layup Shot,Layup,291,20400895,34.0443,0,0,-118.2698,2,3,0,2004-05,37,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-08,LAL vs. LAC,LAC,7127,Cesta,green
Driving Finger Roll Shot,Layup,293,20400895,34.0443,0,0,-118.2698,2,3,0,2004-05,2,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-08,LAL vs. LAC,LAC,7128,Cesta,green
Driving Finger Roll Shot,Layup,377,20400895,34.0443,0,0,-118.2698,4,4,0,2004-05,3,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-08,LAL vs. LAC,LAC,7130,Cesta,green
Layup Shot,Layup,26,20400903,34.0443,0,0,-118.2698,8,1,0,2004-05,43,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-10,LAL @ DAL,DAL,7135,Cesta,green
Turnaround Jump Shot,Jump Shot,82,20400903,33.9403,56,104,-118.2138,2,1,0,2004-05,25,11,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2005-03-10,LAL @ DAL,DAL,7137,Cesta,green
Jump Shot,Jump Shot,88,20400903,33.9353,159,109,-118.1108,1,1,0,2004-05,2,19,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2005-03-10,LAL @ DAL,DAL,7138,Cesta,green
Turnaround Jump Shot,Jump Shot,183,20400903,33.9983,113,46,-118.1568,4,2,0,2004-05,0,12,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2005-03-10,LAL @ DAL,DAL,7140,Cesta,green
Jump Shot,Jump Shot,198,20400903,33.8763,58,168,-118.2118,3,2,0,2004-05,8,17,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2005-03-10,LAL @ DAL,DAL,7141,Cesta,green
Jump Shot,Jump Shot,227,20400903,33.9833,77,61,-118.1928,1,2,0,2004-05,39,9,1.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2005-03-10,LAL @ DAL,DAL,7142,Cesta,green
Driving Layup Shot,Layup,265,20400903,34.0443,0,0,-118.2698,8,3,0,2004-05,57,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-10,LAL @ DAL,DAL,7144,Cesta,green
Driving Layup Shot,Layup,288,20400903,34.0443,0,0,-118.2698,6,3,0,2004-05,10,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-10,LAL @ DAL,DAL,7146,Cesta,green
Reverse Layup Shot,Layup,305,20400903,34.0443,0,0,-118.2698,4,3,0,2004-05,33,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-10,LAL @ DAL,DAL,7147,Cesta,green
Turnaround Jump Shot,Jump Shot,410,20400903,33.9243,54,120,-118.2158,8,4,0,2004-05,46,13,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2005-03-10,LAL @ DAL,DAL,7148,Cesta,green
Layup Shot,Layup,460,20400903,34.0443,0,0,-118.2698,2,4,0,2004-05,38,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-10,LAL @ DAL,DAL,7152,Cesta,green
Layup Shot,Layup,483,20400903,34.0443,0,0,-118.2698,1,4,0,2004-05,10,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-10,LAL @ DAL,DAL,7153,Cesta,green
Dunk Shot,Dunk,491,20400903,34.0443,0,0,-118.2698,0,4,0,2004-05,57,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-10,LAL @ DAL,DAL,7154,Cesta,green
Jump Bank Shot,Jump Shot,32,20400915,34.0263,59,18,-118.2108,7,1,0,2004-05,59,6,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-12,LAL @ CHA,CHA,7156,Cesta,green
Driving Layup Shot,Layup,116,20400915,34.0443,0,0,-118.2698,11,2,0,2004-05,19,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-12,LAL @ CHA,CHA,7159,Cesta,green
Layup Shot,Layup,123,20400915,34.0443,0,0,-118.2698,9,2,0,2004-05,54,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-12,LAL @ CHA,CHA,7160,Cesta,green
Layup Shot,Layup,382,20400915,34.0443,0,0,-118.2698,5,4,0,2004-05,55,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-12,LAL @ CHA,CHA,7170,Cesta,green
Jump Shot,Jump Shot,400,20400915,33.9343,200,110,-118.0698,4,4,0,2004-05,20,22,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2005-03-12,LAL @ CHA,CHA,7172,Cesta,green
Jump Shot,Jump Shot,417,20400915,33.9603,-171,84,-118.4408,2,4,0,2004-05,47,19,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2005-03-12,LAL @ CHA,CHA,7174,Cesta,green
Jump Shot,Jump Shot,30,20400930,34.0533,199,-9,-118.0708,8,1,0,2004-05,1,19,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2005-03-14,LAL @ WAS,WAS,7181,Cesta,green
Driving Layup Shot,Layup,45,20400937,34.0443,0,0,-118.2698,6,1,0,2004-05,39,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-15,LAL @ PHI,PHI,7204,Cesta,green
Jump Shot,Jump Shot,70,20400937,33.8993,-103,145,-118.3728,4,1,0,2004-05,17,17,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2005-03-15,LAL @ PHI,PHI,7205,Cesta,green
Layup Shot,Layup,17,20400954,34.0443,0,0,-118.2698,10,1,0,2004-05,51,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-17,LAL @ MIA,MIA,7216,Cesta,green
Jump Shot,Jump Shot,117,20400954,33.9173,-85,127,-118.3548,1,1,0,2004-05,13,15,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2005-03-17,LAL @ MIA,MIA,7220,Cesta,green
Alley Oop Dunk Shot,Dunk,163,20400954,34.0443,0,0,-118.2698,8,2,0,2004-05,58,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-17,LAL @ MIA,MIA,7222,Cesta,green
Fadeaway Jump Shot,Jump Shot,166,20400954,33.8663,94,178,-118.1758,8,2,0,2004-05,23,20,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2005-03-17,LAL @ MIA,MIA,7223,Cesta,green
Alley Oop Dunk Shot,Dunk,241,20400954,34.0443,0,0,-118.2698,1,2,0,2004-05,6,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-17,LAL @ MIA,MIA,7227,Cesta,green
Jump Shot,Jump Shot,160,20400960,33.8203,-3,224,-118.2728,6,2,0,2004-05,49,22,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2005-03-18,LAL @ IND,IND,7243,Cesta,green
Driving Layup Shot,Layup,174,20400960,34.0473,16,-3,-118.2538,5,2,0,2004-05,28,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-18,LAL @ IND,IND,7244,Cesta,green
Jump Shot,Jump Shot,446,20400960,33.8583,52,186,-118.2178,0,4,0,2004-05,3,19,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2005-03-18,LAL @ IND,IND,7252,Cesta,green
Driving Finger Roll Shot,Layup,18,20400984,34.0443,0,0,-118.2698,9,1,0,2004-05,21,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2005-03-20,LAL vs. SEA,SEA,7255,Cesta,green
Turnaround Jump Shot,Jump Shot,32,20400984,33.9303,-99,114,-118.3688,7,1,0,2004-05,47,15,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2005-03-20,LAL vs. SEA,SEA,7257,Cesta,green
